Wsk_efek_pp;KPI_epp;KPI_sprzedaz;KPI_ek;Cel_SprzedażyMiesięcznej;Region2;Imię i nazwisko;Number of Records;Oddział (copy);Oddział;Region;czas rozmowy (bin);czas rozmowy;data rozmowy (copy);data rozmowy;kwota zakupu (bin);kwota zakupu;numer klienta;przedstawiciel (klienci4 H2:K7);przedstawiciel
0,00134;źle;Źle;klient;80,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;100;11.09.2013;11.09.2013;Średnie zakupy;134;8;P05;P05
0,005411765;źle;Źle;klient;55,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;17;28.09.2013;28.09.2013;Średnie zakupy;92;10;P03;P03
0,002622951;źle;Źle;klient;96;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;61;05.09.2013;05.09.2013;Średnie zakupy;160;8;P01;P01
0,001420382;źle;Źle;klient;133,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;157;19.09.2013;19.09.2013;Duże zakupu;223;9;P02;P02
0,000819048;źle;Źle;klient;51,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;105;23.09.2013;23.09.2013;Niewielki zakupy;86;4;P01;P01
0,001046512;źle;Źle;klient;27;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;43;05.08.2013;05.08.2013;Niewielki zakupy;45;11;P03;P03
0,004071429;źle;Źle;klient;102,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;42;19.09.2013;19.09.2013;Średnie zakupy;171;9;P05;P05
0,001544643;źle;Źle;klient;103,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;112;29.08.2013;29.08.2013;Średnie zakupy;173;10;P01;P01
0,004243902;źle;Źle;klient;104,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;41;22.10.2013;22.10.2013;Średnie zakupy;174;5;P04;P04
0,000764286;źle;Źle;klient;64,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;140;15.10.2013;15.10.2013;Średnie zakupy;107;5;P03;P03
0,001537736;źle;Źle;klient;97,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;106;15.08.2013;15.08.2013;Średnie zakupy;163;8;P02;P02
0,001155172;źle;Źle;klient;80,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;116;24.10.2013;24.10.2013;Średnie zakupy;134;8;P01;P01
0,001902655;źle;Źle;klient;129;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;113;07.10.2013;07.10.2013;Duże zakupu;215;5;P01;P01
0,000959732;źle;Źle;klient;85,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;149;07.10.2013;07.10.2013;Średnie zakupy;143;9;P03;P03
0,001777778;źle;Źle;klient;124,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;117;19.08.2013;19.08.2013;Duże zakupu;208;4;P04;P04
0,000742690;źle;Źle;klient;76,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;171;30.09.2013;30.09.2013;Średnie zakupy;127;9;P05;P05
0,002166667;źle;Źle;klient;93,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;72;25.08.2013;25.08.2013;Średnie zakupy;156;2;P02;P02
0,001876289;źle;Źle;klient;109,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;97;15.08.2013;15.08.2013;Duże zakupu;182;10;P01;P01
0,001489362;źle;Źle;klient;84;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;94;12.09.2013;12.09.2013;Średnie zakupy;140;11;P04;P04
0,004948718;źle;Źle;klient;115,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;39;05.09.2013;05.09.2013;Duże zakupu;193;10;P02;P02
0,002029412;źle;Źle;klient;82,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;68;17.09.2013;17.09.2013;Średnie zakupy;138;7;P04;P04
0,002130435;źle;Źle;klient;29,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;23;30.08.2013;30.08.2013;Niewielki zakupy;49;11;P01;P01
0,001394737;źle;Źle;klient;31,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;38;21.09.2013;21.09.2013;Niewielki zakupy;53;3;P05;P05
0,0019625;źle;Źle;klient;94,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;80;21.08.2013;21.08.2013;Średnie zakupy;157;3;P03;P03
0,001614815;źle;Źle;klient;130,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;135;29.10.2013;29.10.2013;Duże zakupu;218;8;P03;P03
0,000961240;źle;Źle;klient;74,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;129;17.08.2013;17.08.2013;Średnie zakupy;124;3;P05;P05
0,000254545;źle;Źle;klient;16,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;110;17.09.2013;17.09.2013;Niewielki zakupy;28;5;P03;P03
0,002789474;źle;Źle;klient;95,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;57;14.10.2013;14.10.2013;Średnie zakupy;159;10;P02;P02
0,000213740;źle;Źle;klient;16,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;131;05.09.2013;05.09.2013;Niewielki zakupy;28;11;P04;P04
0,000424460;źle;Źle;klient;35,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;139;28.08.2013;28.08.2013;Niewielki zakupy;59;10;P02;P02
0,001053333;źle;Źle;klient;94,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;150;27.09.2013;27.09.2013;Średnie zakupy;158;9;P04;P04
0,006133333;źle;Źle;klient;55,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;15;14.10.2013;14.10.2013;Średnie zakupy;92;9;P04;P04
0,001120879;źle;Źle;klient;61,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;91;09.10.2013;09.10.2013;Średnie zakupy;102;3;P02;P02
0,002349206;źle;Źle;klient;88,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;63;31.08.2013;31.08.2013;Średnie zakupy;148;4;P02;P02
0,00199;źle;Źle;klient;119,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;100;03.08.2013;03.08.2013;Duże zakupu;199;10;P05;P05
0,000932692;źle;Źle;klient;58,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;104;02.08.2013;02.08.2013;Średnie zakupy;97;7;P02;P02
0,000608187;źle;Źle;klient;62,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;171;08.08.2013;08.08.2013;Średnie zakupy;104;5;P02;P02
0,001757576;źle;Źle;klient;34,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;33;06.09.2013;06.09.2013;Niewielki zakupy;58;7;P05;P05
0,0026875;źle;Źle;klient;51,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;32;12.08.2013;12.08.2013;Niewielki zakupy;86;6;P05;P05
0,000572289;źle;Źle;klient;57;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;166;28.09.2013;28.09.2013;Średnie zakupy;95;4;P01;P01
0,000128205;źle;Źle;klient;12;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;156;09.09.2013;09.09.2013;Niewielki zakupy;20;5;P01;P01
0,000470588;źle;Źle;klient;33,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;119;15.09.2013;15.09.2013;Niewielki zakupy;56;3;P01;P01
0,001006329;źle;Źle;klient;95,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;158;02.09.2013;02.09.2013;Średnie zakupy;159;9;P01;P01
0,012545455;źle;Źle;klient;82,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;11;16.09.2013;16.09.2013;Średnie zakupy;138;4;P03;P03
0,002468354;źle;Źle;klient;117;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;79;29.10.2013;29.10.2013;Duże zakupu;195;9;P03;P03
0,000260870;źle;Źle;klient;21,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;138;26.09.2013;26.09.2013;Niewielki zakupy;36;11;P05;P05
0,000522059;źle;Źle;klient;42,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;136;17.09.2013;17.09.2013;Niewielki zakupy;71;9;P03;P03
0,001661654;źle;Źle;klient;132,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;133;21.08.2013;21.08.2013;Duże zakupu;221;7;P05;P05
0,007214286;źle;Źle;klient;60,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;14;16.10.2013;16.10.2013;Średnie zakupy;101;9;P02;P02
0,002138614;źle;Źle;klient;129,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;101;25.08.2013;25.08.2013;Duże zakupu;216;7;P01;P01
0,001939024;źle;Źle;klient;95,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;82;04.08.2013;04.08.2013;Średnie zakupy;159;5;P01;P01
0,002095238;źle;Źle;klient;52,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;42;16.08.2013;16.08.2013;Niewielki zakupy;88;4;P05;P05
0,001950495;źle;Źle;klient;118,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;101;12.09.2013;12.09.2013;Duże zakupu;197;5;P02;P02
0,004090909;źle;Źle;klient;27;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;11;25.09.2013;25.09.2013;Niewielki zakupy;45;5;P02;P02
0,0017875;źle;Źle;klient;85,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;80;18.10.2013;18.10.2013;Średnie zakupy;143;4;P03;P03
0,006379310;źle;Źle;klient;111;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;29;28.09.2013;28.09.2013;Duże zakupu;185;11;P02;P02
0,002693548;źle;Źle;klient;100,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;62;04.10.2013;04.10.2013;Średnie zakupy;167;4;P04;P04
0,001639098;źle;Źle;klient;130,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;133;19.09.2013;19.09.2013;Duże zakupu;218;6;P02;P02
0,001422764;źle;Źle;klient;105;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;123;02.08.2013;02.08.2013;Średnie zakupy;175;9;P04;P04
0,000166667;źle;Źle;klient;17,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;174;24.10.2013;24.10.2013;Niewielki zakupy;29;2;P02;P02
0,000314815;źle;Źle;klient;30,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;162;27.09.2013;27.09.2013;Niewielki zakupy;51;3;P01;P01
0,002148515;źle;Źle;klient;130,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;101;01.08.2013;01.08.2013;Duże zakupu;217;2;P04;P04
0,004411765;źle;Źle;klient;45;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;17;10.09.2013;10.09.2013;Niewielki zakupy;75;11;P04;P04
0,001092715;źle;Źle;klient;99;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;151;10.10.2013;10.10.2013;Średnie zakupy;165;8;P01;P01
0,001074074;źle;Źle;klient;104,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;162;17.08.2013;17.08.2013;Średnie zakupy;174;11;P05;P05
0,001911111;źle;Źle;klient;51,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;45;21.09.2013;21.09.2013;Niewielki zakupy;86;2;P03;P03
0,000310345;źle;Źle;klient;27;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;145;26.08.2013;26.08.2013;Niewielki zakupy;45;10;P02;P02
0,001219355;źle;Źle;klient;113,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;155;28.10.2013;28.10.2013;Duże zakupu;189;10;P03;P03
0,002058824;źle;Źle;klient;42;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;34;10.10.2013;10.10.2013;Niewielki zakupy;70;4;P02;P02
0,000731959;źle;Źle;klient;42,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;97;17.09.2013;17.09.2013;Niewielki zakupy;71;3;P02;P02
0,00184;źle;Źle;klient;55,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;50;21.08.2013;21.08.2013;Średnie zakupy;92;11;P03;P03
0,001120370;źle;Źle;klient;72,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;108;28.09.2013;28.09.2013;Średnie zakupy;121;3;P01;P01
0,001078313;źle;Źle;klient;107,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;166;01.10.2013;01.10.2013;Średnie zakupy;179;11;P05;P05
0,001098361;źle;Źle;klient;40,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;61;16.09.2013;16.09.2013;Niewielki zakupy;67;8;P02;P02
0,001157895;źle;Źle;klient;79,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;114;18.08.2013;18.08.2013;Średnie zakupy;132;7;P02;P02
0,000979592;źle;Źle;klient;28,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;49;12.09.2013;12.09.2013;Niewielki zakupy;48;11;P03;P03
0,000460317;źle;Źle;klient;17,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;63;09.09.2013;09.09.2013;Niewielki zakupy;29;5;P01;P01
0,002506329;źle;Źle;klient;118,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;79;31.08.2013;31.08.2013;Duże zakupu;198;6;P02;P02
0,000934524;źle;Źle;klient;94,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;168;14.08.2013;14.08.2013;Średnie zakupy;157;5;P04;P04
0,061;źle;Źle;klient;36,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;1;06.09.2013;06.09.2013;Niewielki zakupy;61;2;P02;P02
0,003357143;źle;Źle;klient;112,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;56;10.08.2013;10.08.2013;Duże zakupu;188;11;P04;P04
0,001009259;źle;Źle;klient;65,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;108;02.08.2013;02.08.2013;Średnie zakupy;109;7;P01;P01
0,000212121;źle;Źle;klient;21;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;165;09.09.2013;09.09.2013;Niewielki zakupy;35;4;P02;P02
0,000796610;źle;Źle;klient;56,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;118;03.09.2013;03.09.2013;Średnie zakupy;94;10;P04;P04
0,001365079;źle;Źle;klient;103,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;126;28.09.2013;28.09.2013;Średnie zakupy;172;3;P05;P05
0,001046512;źle;Źle;klient;27;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;43;17.09.2013;17.09.2013;Niewielki zakupy;45;7;P01;P01
0,001472222;źle;Źle;klient;31,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;36;05.10.2013;05.10.2013;Niewielki zakupy;53;3;P02;P02
0,001308511;źle;Źle;klient;73,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;94;14.09.2013;14.09.2013;Średnie zakupy;123;10;P05;P05
0,008666667;źle;Źle;klient;62,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;12;20.09.2013;20.09.2013;Średnie zakupy;104;4;P02;P02
0,020875;źle;Źle;klient;100,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;8;21.08.2013;21.08.2013;Średnie zakupy;167;4;P05;P05
0,001169643;źle;Źle;klient;78,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;112;19.09.2013;19.09.2013;Średnie zakupy;131;3;P05;P05
0,000932515;źle;Źle;klient;91,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;163;26.08.2013;26.08.2013;Średnie zakupy;152;8;P04;P04
0,008176471;źle;Źle;klient;83,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;17;07.10.2013;07.10.2013;Średnie zakupy;139;8;P04;P04
0,005709677;źle;Źle;klient;106,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;31;08.10.2013;08.10.2013;Średnie zakupy;177;8;P04;P04
0,00175;źle;Źle;klient;100,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;96;09.09.2013;09.09.2013;Średnie zakupy;168;9;P02;P02
0,001254237;źle;Źle;klient;88,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;118;08.08.2013;08.08.2013;Średnie zakupy;148;11;P02;P02
0,000802469;źle;Źle;klient;39;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;81;04.09.2013;04.09.2013;Niewielki zakupy;65;9;P05;P05
0,002641791;źle;Źle;klient;106,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;67;22.09.2013;22.09.2013;Średnie zakupy;177;4;P01;P01
0,004306122;źle;Źle;klient;126,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;49;21.09.2013;21.09.2013;Duże zakupu;211;4;P03;P03
0,000297030;źle;Źle;klient;18;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;101;05.09.2013;05.09.2013;Niewielki zakupy;30;7;P05;P05
0,0008;źle;Źle;klient;74,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;155;29.08.2013;29.08.2013;Średnie zakupy;124;2;P04;P04
0,035333333;źle;Źle;klient;127,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;6;20.08.2013;20.08.2013;Duże zakupu;212;4;P03;P03
0,000640523;źle;Źle;klient;58,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;153;14.08.2013;14.08.2013;Średnie zakupy;98;10;P05;P05
0,00055;źle;Źle;klient;33;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;100;16.08.2013;16.08.2013;Niewielki zakupy;55;6;P05;P05
0,001428571;źle;Źle;klient;54;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;63;13.08.2013;13.08.2013;Średnie zakupy;90;6;P01;P01
0,001436508;źle;Źle;klient;108,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;126;16.08.2013;16.08.2013;Duże zakupu;181;2;P02;P02
0,000220779;źle;Źle;klient;20,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;154;02.09.2013;02.09.2013;Niewielki zakupy;34;5;P02;P02
0,001099291;źle;Źle;klient;93;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;141;13.09.2013;13.09.2013;Średnie zakupy;155;3;P04;P04
0,001882353;źle;Źle;klient;76,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;68;07.08.2013;07.08.2013;Średnie zakupy;128;4;P03;P03
0,000573171;źle;Źle;klient;28,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;82;11.08.2013;11.08.2013;Niewielki zakupy;47;4;P04;P04
0,002835616;źle;Źle;klient;124,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;73;05.10.2013;05.10.2013;Duże zakupu;207;11;P03;P03
0,00885;źle;Źle;klient;106,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;20;21.09.2013;21.09.2013;Średnie zakupy;177;9;P02;P02
0,005142857;źle;Źle;klient;64,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;21;22.10.2013;22.10.2013;Średnie zakupy;108;9;P02;P02
0,000641667;źle;Źle;klient;46,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;120;03.10.2013;03.10.2013;Niewielki zakupy;77;4;P02;P02
0,000570370;źle;Źle;klient;46,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;135;01.09.2013;01.09.2013;Niewielki zakupy;77;6;P01;P01
0,000416667;źle;Źle;klient;30;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;120;01.10.2013;01.10.2013;Niewielki zakupy;50;2;P03;P03
0,003046512;źle;Źle;klient;78,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;43;07.09.2013;07.09.2013;Średnie zakupy;131;8;P01;P01
0,001416667;źle;Źle;klient;71,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;84;24.09.2013;24.09.2013;Średnie zakupy;119;11;P03;P03
0,000235294;źle;Źle;klient;12;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;85;31.08.2013;31.08.2013;Niewielki zakupy;20;11;P02;P02
0,001169591;źle;Źle;klient;120;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;171;06.08.2013;06.08.2013;Duże zakupu;200;6;P04;P04
0,005175;źle;Źle;klient;124,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;40;24.08.2013;24.08.2013;Duże zakupu;207;2;P01;P01
0,001551282;źle;Źle;klient;72,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;78;03.08.2013;03.08.2013;Średnie zakupy;121;3;P04;P04
0,001042735;źle;Źle;klient;73,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;117;24.08.2013;24.08.2013;Średnie zakupy;122;4;P03;P03
0,001692913;źle;Źle;klient;129;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;127;04.09.2013;04.09.2013;Duże zakupu;215;7;P05;P05
0,000410256;źle;Źle;klient;38,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;156;10.09.2013;10.09.2013;Niewielki zakupy;64;9;P04;P04
0,000726708;źle;Źle;klient;70,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;161;03.09.2013;03.09.2013;Średnie zakupy;117;4;P02;P02
0,009111111;źle;Źle;klient;49,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;9;16.09.2013;16.09.2013;Niewielki zakupy;82;2;P03;P03
0,001659574;źle;Źle;klient;93,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;94;26.08.2013;26.08.2013;Średnie zakupy;156;9;P03;P03
0,001563636;źle;Źle;klient;103,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;110;22.09.2013;22.09.2013;Średnie zakupy;172;8;P04;P04
0,001025478;źle;Źle;klient;96,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;157;05.10.2013;05.10.2013;Średnie zakupy;161;11;P02;P02
0,002301887;źle;Źle;klient;73,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;53;27.10.2013;27.10.2013;Średnie zakupy;122;7;P04;P04
0,000745763;źle;Źle;klient;26,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;59;19.10.2013;19.10.2013;Niewielki zakupy;44;6;P05;P05
0,004233333;źle;Źle;klient;76,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;30;05.08.2013;05.08.2013;Średnie zakupy;127;4;P05;P05
0,004210526;źle;Źle;klient;96;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;38;08.10.2013;08.10.2013;Średnie zakupy;160;6;P01;P01
0,003085106;źle;Źle;klient;87;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;47;22.10.2013;22.10.2013;Średnie zakupy;145;4;P01;P01
0,003170732;źle;Źle;klient;78;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;41;11.09.2013;11.09.2013;Średnie zakupy;130;6;P04;P04
0,003403846;źle;Źle;klient;106,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;52;06.08.2013;06.08.2013;Średnie zakupy;177;4;P05;P05
0,008909091;źle;Źle;klient;117,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;22;21.09.2013;21.09.2013;Duże zakupu;196;6;P03;P03
0,001457516;źle;Źle;klient;133,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;153;11.10.2013;11.10.2013;Duże zakupu;223;8;P04;P04
0,001070968;źle;Źle;klient;99,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;155;12.08.2013;12.08.2013;Średnie zakupy;166;11;P04;P04
0,0046;źle;Źle;klient;96,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;35;12.10.2013;12.10.2013;Średnie zakupy;161;6;P05;P05
0,001578947;źle;Źle;klient;90;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;95;30.08.2013;30.08.2013;Średnie zakupy;150;9;P03;P03
0,000426667;źle;Źle;klient;19,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;75;08.08.2013;08.08.2013;Niewielki zakupy;32;6;P02;P02
0,001561538;źle;Źle;klient;121,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;130;07.09.2013;07.09.2013;Duże zakupu;203;3;P05;P05
